航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
UQ2543,乌鲁木齐,达州,7:55,1357,666/2666,乌鲁木齐航空,新疆,四川省,乌鲁木齐天山国际机场,达州金垭机场,URC,DZH,11:50
UQ2565,乌鲁木齐,兰州,7:55,6,666/2666,乌鲁木齐航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,10:45
UQ3503,郑州,阿克苏,7:55,1357,666/2666,乌鲁木齐航空,河南省,新疆,郑州新郑国际机场,阿克苏红旗坡机场,CGO,AKU,12:45
8L9555,昆明,哈尔滨,7:55,135,666/2666,祥鹏航空,云南省,黑龙江省,昆明长水国际机场,哈尔滨太平国际机场,KMG,HRB,14:25
HU7201,广州,大连,7:55,246,666/2666,海南航空,广东省,辽宁,广州白云国际机场,大连周水子国际机场,CAN,DLC,13:10
HU7518,乌鲁木齐,海口,7:55,1234567,666/2666,海南航空,新疆,海南省,乌鲁木齐天山国际机场,海口美兰国际机场,URC,HAK,15:30
HU7659,大连,宁波,7:55,1234567,666/2666,海南航空,辽宁,浙江省,大连周水子国际机场,宁波栎社国际机场,DLC,NGB,12:20
PN6371,郑州,三亚,7:55,1234567,666/2666,西部航空,河南省,海南省,郑州新郑国际机场,三亚凤凰国际机场,CGO,SYX,13:05
UQ2543,乌鲁木齐,温州,7:55,1357,666/2666,乌鲁木齐航空,新疆,浙江省,乌鲁木齐天山国际机场,温州龙湾国际机场,URC,WNZ,15:00
UQ2565,乌鲁木齐,淮安,7:55,6,666/2666,乌鲁木齐航空,新疆,江苏省,乌鲁木齐天山国际机场,淮安涟水国际机场,URC,HIA,14:05
8L9813,丽江,西双版纳,7:55,1234567,666/2666,祥鹏航空,云南省,云南省,丽江三义国际机场,西双版纳嘎洒国际机场,LJG,JHG,9:10
GS6451,贵阳,湛江,8:00,1234567,2666,天津航空,贵州省,广东省,贵阳龙洞堡国际机场,湛江吴川机场,KWE,ZHA,9:45
GS6563,海口,遵义,8:00,1357,2666,天津航空,海南省,贵州省,海口美兰国际机场,遵义新舟机场,HAK,ZYI,10:00
GS6609,呼和浩特,锡林浩特,8:00,1234567,2666,天津航空,内蒙古,内蒙古,呼和浩特白塔国际机场,锡林浩特机场,HET,XIL,9:10
GS6626,通辽,呼和浩特,8:00,1357,2666,天津航空,内蒙古,内蒙古,通辽机场,呼和浩特白塔国际机场,TGO,HET,9:50
GS6626,通辽,呼和浩特,8:00,246,2666,天津航空,内蒙古,内蒙古,通辽机场,呼和浩特白塔国际机场,TGO,HET,10:00
GS6635,呼伦贝尔,漠河,8:00,246,2666,天津航空,内蒙古,黑龙江省,呼伦贝尔海拉尔东山国际机场,漠河古莲机场,HLD,OHE,9:20
GS6655,呼伦贝尔,乌兰浩特,8:00,246,2666,天津航空,内蒙古,内蒙古,呼伦贝尔海拉尔东山国际机场,乌兰浩特义勒力特机场,HLD,HLH,9:05
GS7407,呼伦贝尔,加格达奇,8:00,1357,2666,天津航空,内蒙古,黑龙江省,呼伦贝尔海拉尔东山国际机场,大兴安岭鄂伦春嘎仙机场,HLD,JGD,9:00
GS7552,和田,乌鲁木齐,8:00,1357,2666,天津航空,新疆,新疆,和田昆冈机场,乌鲁木齐天山国际机场,HTN,URC,10:00
GS7598,阿拉尔,乌鲁木齐,8:00,26,2666,天津航空,新疆,新疆,阿拉尔塔里木机场,乌鲁木齐天山国际机场,ACF,URC,9:20
GS7737,惠州,泸州,8:00,1357,2666,天津航空,广东省,四川省,惠州平潭机场,泸州云龙机场,HUZ,LZO,10:10
GS7815,天津,十堰,8:00,246,2666,天津航空,天津,湖北省,天津滨海国际机场,十堰武当山机场,TSN,WDS,10:10
GS7877,天津,庆阳,8:00,1357,2666,天津航空,天津,甘肃省,天津滨海国际机场,庆阳西峰机场,TSN,IQN,10:05
GX8871,海口,徐州,8:00,246,2666,北部湾航空,海南省,江苏省,海口美兰国际机场,徐州观音国际机场,HAK,XUZ,10:45
HU6308,宜昌,南昌,8:00,26,2666,海南航空,湖北省,江西省,宜昌三峡机场,南昌昌北国际机场,YIH,KHN,9:15
HU7121,海口,太原,8:00,246,2666,海南航空,海南省,山西,海口美兰国际机场,太原武宿国际机场,HAK,TYN,10:50
HU7147,北京,成都,8:00,1234567,2666,海南航空,北京,四川省,北京首都国际机场,成都天府国际机场,PEK,TFU,10:55
HU7167,北京,重庆市,8:00,1234567,2666,海南航空,北京,重庆,北京首都国际机场,重庆江北国际机场,PEK,CKG,10:55
HU7181,海口,北京,8:00,1234567,2666,海南航空,海南省,北京,海口美兰国际机场,北京首都国际机场,HAK,PEK,11:45
HU7191,北京,厦门,8:00,57,2666,海南航空,北京,福建省,北京首都国际机场,厦门高崎国际机场,PEK,XMN,10:55
HU7191,北京,厦门,8:00,6,2666,海南航空,北京,福建省,北京首都国际机场,厦门高崎国际机场,PEK,XMN,11:00
HU7218,长沙,海口,8:00,1234567,2666,海南航空,湖南省,海南省,长沙黄花国际机场,海口美兰国际机场,CSX,HAK,10:10
HU7277,北京,杭州,8:00,1234567,2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,10:15
HU7291,北京,温州,8:00,1234567,2666,海南航空,北京,浙江省,北京首都国际机场,温州龙湾国际机场,PEK,WNZ,10:45
HU7332,上海,广州,8:00,1234567,666/2666,海南航空,上海市,广东省,上海浦东国际机场,广州白云国际机场,PVG,CAN,10:40
HU7354,长沙,三亚,8:00,1234567,2666,海南航空,湖南省,海南省,长沙黄花国际机场,三亚凤凰国际机场,CSX,SYX,10:15
HU7382,北京,海口,8:00,1234567,2666,海南航空,北京,海南省,北京首都国际机场,海口美兰国际机场,PEK,HAK,11:45
HU7553,兰州,南京,8:00,1234567,2666,海南航空,甘肃省,江苏省,兰州中川国际机场,南京禄口国际机场,LHW,NKG,10:30
HU7698,太原,南京,8:00,1357,2666,海南航空,山西,江苏省,太原武宿国际机场,南京禄口国际机场,TYN,NKG,9:55
HU7698,太原,南京,8:00,246,2666,海南航空,山西,江苏省,太原武宿国际机场,南京禄口国际机场,TYN,NKG,10:15
HU7752,徐州,深圳,8:00,135,2666,海南航空,江苏省,广东省,徐州观音国际机场,深圳宝安国际机场,XUZ,SZX,10:55
HU7752,徐州,深圳,8:00,7,2666,海南航空,江苏省,广东省,徐州观音国际机场,深圳宝安国际机场,XUZ,SZX,10:40
JD9013,桂林,昆明,8:00,1234567,2666,首都航空,广西,云南省,桂林两江国际机场,昆明长水国际机场,KWL,KMG,9:45
GS6563,海口,兰州,8:00,1357,2666,天津航空,海南省,甘肃省,海口美兰国际机场,兰州中川国际机场,HAK,LHW,13:00
GS6655,呼伦贝尔,青岛,8:00,246,2666,天津航空,内蒙古,山东省,呼伦贝尔海拉尔东山国际机场,青岛胶东国际机场,HLD,TAO,12:20
GS7815,天津,惠州,8:00,246,2666,天津航空,天津,广东省,天津滨海国际机场,惠州平潭机场,TSN,HUZ,13:20
GS7877,天津,兰州,8:00,1357,2666,天津航空,天津,甘肃省,天津滨海国际机场,兰州中川国际机场,TSN,LHW,12:00
HU7698,太原,三亚,8:00,1357,2666,海南航空,山西,海南省,太原武宿国际机场,三亚凤凰国际机场,TYN,SYX,14:30
HU7698,太原,三亚,8:00,246,2666,海南航空,山西,海南省,太原武宿国际机场,三亚凤凰国际机场,TYN,SYX,14:30
JD5859,丽江,武汉,8:00,1234567,2666,首都航空,云南省,湖北省,丽江三义国际机场,武汉天河国际机场,LJG,WUH,10:30
JD5859,丽江,烟台,8:00,1234567,2666,首都航空,云南省,山东省,丽江三义国际机场,烟台蓬莱国际机场,LJG,YNT,13:30
8L9679,成都,拉萨,8:05,246,2666,祥鹏航空,四川省,西藏,成都天府国际机场,拉萨贡嘎国际机场,TFU,LXA,11:00
8L9883,昆明,珠海,8:05,26,2666,祥鹏航空,云南省,广东省,昆明长水国际机场,珠海金湾机场,KMG,ZUH,10:00
GS6405,大连,赤峰,8:05,1357,2666,天津航空,辽宁,内蒙古,大连周水子国际机场,赤峰玉龙机场,DLC,CIF,9:35
GS6513,榆林,重庆市,8:05,1357,2666,天津航空,陕西省,重庆,榆林榆阳机场,重庆江北国际机场,UYN,CKG,9:55
GS7537,乌鲁木齐,西安,8:05,246,2666,天津航空,新疆,陕西省,乌鲁木齐天山国际机场,西安咸阳国际机场,URC,XIY,11:25
GS7689,乌鲁木齐,西安,8:05,137,2666,天津航空,新疆,陕西省,乌鲁木齐天山国际机场,西安咸阳国际机场,URC,XIY,11:25
GS7881,天津,上海,8:05,1357,2666,天津航空,天津,上海市,天津滨海国际机场,上海浦东国际机场,TSN,PVG,10:20
GS7915,天津,赤峰,8:05,1357,2666,天津航空,天津,内蒙古,天津滨海国际机场,赤峰玉龙机场,TSN,CIF,9:30
GS7915,天津,赤峰,8:05,246,2666,天津航空,天津,内蒙古,天津滨海国际机场,赤峰玉龙机场,TSN,CIF,9:30
HU7445,杭州,太原,8:05,1234567,2666,海南航空,浙江省,山西,杭州萧山国际机场,太原武宿国际机场,HGH,TYN,10:20
HU7519,西安,贵阳,8:05,1234567,2666,海南航空,陕西省,贵州省,西安咸阳国际机场,贵阳龙洞堡国际机场,XIY,KWE,10:00
PN6337,郑州,南充,8:05,246,2666,西部航空,河南省,四川省,郑州新郑国际机场,南充高坪机场,CGO,NAO,9:50
UQ2571,乌鲁木齐,武汉,8:05,157,2666,乌鲁木齐航空,新疆,湖北省,乌鲁木齐天山国际机场,武汉天河国际机场,URC,WUH,12:00
UQ3549,郑州,湛江,8:05,1234567,2666,乌鲁木齐航空,河南省,广东省,郑州新郑国际机场,湛江吴川机场,CGO,ZHA,11:00
Y87503,上海,青岛,8:05,246,2666,金鹏航空,上海市,山东省,上海浦东国际机场,青岛胶东国际机场,PVG,TAO,9:35
Y87566,上海,深圳,8:05,1357,2666,金鹏航空,上海市,广东省,上海浦东国际机场,深圳宝安国际机场,PVG,SZX,10:40
GS6405,大连,巴彦淖尔,8:05,1357,2666,天津航空,辽宁,内蒙古,大连周水子国际机场,巴彦淖尔天吉泰机场,DLC,RLK,12:15
GS7537,乌鲁木齐,青岛,8:05,246,2666,天津航空,新疆,山东省,乌鲁木齐天山国际机场,青岛胶东国际机场,URC,TAO,15:00
GS7915,天津,呼伦贝尔,8:05,1357,2666,天津航空,天津,内蒙古,天津滨海国际机场,呼伦贝尔海拉尔东山国际机场,TSN,HLD,11:55
GS7915,天津,呼伦贝尔,8:05,246,2666,天津航空,天津,内蒙古,天津滨海国际机场,呼伦贝尔海拉尔东山国际机场,TSN,HLD,12:00
HU7445,杭州,乌鲁木齐,8:05,1234567,2666,海南航空,浙江省,新疆,杭州萧山国际机场,乌鲁木齐天山国际机场,HGH,URC,15:00
PN6337,郑州,大理,8:05,246,2666,西部航空,河南省,云南省,郑州新郑国际机场,大理凤仪机场,CGO,DLU,12:35
JD5132,丽江,广州,8:10,1234567,2666,首都航空,云南省,广东省,丽江三义国际机场,广州白云国际机场,LJG,CAN,10:30
8L9795,丽江,泸州,8:10,1357,2666,祥鹏航空,云南省,四川省,丽江三义国际机场,泸州云龙机场,LJG,LZO,9:35
FU6593,厦门,长沙,8:10,1234567,2666,福州航空,福建省,湖南省,厦门高崎国际机场,长沙黄花国际机场,XMN,CSX,9:55
GS6419,大连,南通,8:10,246,2666,天津航空,辽宁,江苏省,大连周水子国际机场,南通兴东国际机场,DLC,NTG,10:00
GS6565,海口,梅州,8:10,246,2666,天津航空,海南省,广东省,海口美兰国际机场,梅州梅县机场,HAK,MXZ,9:45
GS7541,乌鲁木齐,太原,8:10,246,2666,天津航空,新疆,山西,乌鲁木齐天山国际机场,太原武宿国际机场,URC,TYN,12:00
GS7603,西安,岳阳,8:10,246,2666,天津航空,陕西省,湖南省,西安咸阳国际机场,岳阳三荷机场,XIY,YYA,10:00
GS7613,西安,湘西,8:10,1357,2666,天津航空,陕西省,湖南省,西安咸阳国际机场,湘西边城机场,XIY,DXJ,10:05
GX8969,海口,珠海,8:10,1357,2666,北部湾航空,海南省,广东省,海口美兰国际机场,珠海金湾机场,HAK,ZUH,9:05
HU7031,海口,郑州,8:10,57,2666,海南航空,海南省,河南省,海口美兰国际机场,郑州新郑国际机场,HAK,CGO,11:00
HU7075,海口,福州,8:10,2346,2666,海南航空,海南省,福建省,海口美兰国际机场,福州长乐国际机场,HAK,FOC,9:55
HU7573,西安,青岛,8:10,1234567,2666,海南航空,陕西省,山东省,西安咸阳国际机场,青岛胶东国际机场,XIY,TAO,10:20
HU7663,长沙,唐山,8:10,1234567,2666,海南航空,湖南省,河北,长沙黄花国际机场,唐山三女河机场,CSX,TVS,10:40
JD5377,杭州,哈尔滨,8:10,1234567,2666,首都航空,浙江省,黑龙江省,杭州萧山国际机场,哈尔滨太平国际机场,HGH,HRB,11:30
JD5943,三亚,成都,8:10,1234567,2666,首都航空,海南省,四川省,三亚凤凰国际机场,成都天府国际机场,SYX,TFU,10:25
Y87513,上海,重庆市,8:10,357,2666,金鹏航空,上海市,重庆,上海浦东国际机场,重庆江北国际机场,PVG,CKG,11:15
FU6593,厦门,乌鲁木齐,8:10,1234567,2666,福州航空,福建省,新疆,厦门高崎国际机场,乌鲁木齐天山国际机场,XMN,URC,15:40
GS6419,大连,武汉,8:10,246,2666,天津航空,辽宁,湖北省,大连周水子国际机场,武汉天河国际机场,DLC,WUH,12:05
GS6565,海口,温州,8:10,246,2666,天津航空,海南省,浙江省,海口美兰国际机场,温州龙湾国际机场,HAK,WNZ,12:00
GS7603,西安,海口,8:10,246,2666,天津航空,陕西省,海南省,西安咸阳国际机场,海口美兰国际机场,XIY,HAK,12:55
GS7613,西安,泉州,8:10,1357,2666,天津航空,陕西省,福建省,西安咸阳国际机场,泉州晋江国际机场,XIY,JJN,12:45
GX8969,海口,连云港,8:10,1357,2666,北部湾航空,海南省,江苏省,海口美兰国际机场,连云港花果山机场,HAK,LYG,12:35
8L9795,丽江,银川,8:10,1357,2666,祥鹏航空,云南省,宁夏,丽江三义国际机场,银川河东国际机场,LJG,INC,12:30
JD5645,丽江,郑州,8:10,1234567,2666,首都航空,云南省,河南省,丽江三义国际机场,郑州新郑国际机场,LJG,CGO,10:50
8L9555,昆明,石家庄,8:15,7,2666,祥鹏航空,云南省,河北,昆明长水国际机场,石家庄正定国际机场,KMG,SJW,11:20
8L9883,昆明,珠海,8:15,4,2666,祥鹏航空,云南省,广东省,昆明长水国际机场,珠海金湾机场,KMG,ZUH,10:00
9H8441,贵阳,泉州,8:15,246,2666,长安航空,贵州省,福建省,贵阳龙洞堡国际机场,泉州晋江国际机场,KWE,JJN,10:45
GS6473,贵阳,宜昌,8:15,246,2666,天津航空,贵州省,湖北省,贵阳龙洞堡国际机场,宜昌三峡机场,KWE,YIH,9:45
GS7403,石家庄,十堰,8:15,246,2666,天津航空,河北,湖北省,石家庄正定国际机场,十堰武当山机场,SJW,WDS,9:50
GS7519,乌鲁木齐,金昌市,8:15,4,2666,天津航空,新疆,甘肃省,乌鲁木齐天山国际机场,金昌金川机场,URC,JIC,10:55
GS7883,天津,上海,8:15,246,2666,天津航空,天津,上海市,天津滨海国际机场,上海虹桥国际机场,TSN,SHA,10:15
GS7907,天津,丽江,8:15,1357,2666,天津航空,天津,云南省,天津滨海国际机场,丽江三义国际机场,TSN,LJG,11:45
GX8865,南宁,成都,8:15,246,2666,北部湾航空,广西,四川省,南宁吴圩国际机场,成都天府国际机场,NNG,TFU,10:00
HU7017,海口,珠海,8:15,246,2666,海南航空,海南省,广东省,海口美兰国际机场,珠海金湾机场,HAK,ZUH,9:15
HU7165,海口,西安,8:15,1234567,2666,海南航空,海南省,陕西省,海口美兰国际机场,西安咸阳国际机场,HAK,XIY,11:10
HU7303,三亚,成都,8:15,1234567,2666,海南航空,海南省,四川省,三亚凤凰国际机场,成都天府国际机场,SYX,TFU,11:05
HU7463,大连,南昌,8:15,1234567,2666,海南航空,辽宁,江西省,大连周水子国际机场,南昌昌北国际机场,DLC,KHN,10:25
HU7791,长沙,南京,8:15,1234567,2666,海南航空,湖南省,江苏省,长沙黄花国际机场,南京禄口国际机场,CSX,NKG,9:55
HU7855,乌鲁木齐,呼和浩特,8:15,1234567,2666,海南航空,新疆,内蒙古,乌鲁木齐天山国际机场,呼和浩特白塔国际机场,URC,HET,11:35
PN6370,合肥,南宁,8:15,7,2666,西部航空,安徽省,广西,合肥新桥国际机场,南宁吴圩国际机场,HFE,NNG,10:45
UQ2523,乌鲁木齐,洛阳,8:15,1357,2666,乌鲁木齐航空,新疆,河南省,乌鲁木齐天山国际机场,洛阳北郊机场,URC,LYA,11:50
UQ2565,乌鲁木齐,兰州,8:15,24,2666,乌鲁木齐航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,10:45
8L9555,昆明,哈尔滨,8:15,7,2666,祥鹏航空,云南省,黑龙江省,昆明长水国际机场,哈尔滨太平国际机场,KMG,HRB,14:25
GS6473,贵阳,扬州,8:15,246,2666,天津航空,贵州省,江苏省,贵阳龙洞堡国际机场,扬州泰州国际机场,KWE,YTY,12:20
GS7403,石家庄,揭阳,8:15,246,2666,天津航空,河北,广东省,石家庄正定国际机场,揭阳潮汕国际机场,SJW,SWA,12:45
GS7519,乌鲁木齐,杭州,8:15,4,2666,天津航空,新疆,浙江省,乌鲁木齐天山国际机场,杭州萧山国际机场,URC,HGH,14:50
HU7463,大连,南宁,8:15,1234567,2666,海南航空,辽宁,广西,大连周水子国际机场,南宁吴圩国际机场,DLC,NNG,13:20
HU7855,乌鲁木齐,南京,8:15,1234567,2666,海南航空,新疆,江苏省,乌鲁木齐天山国际机场,南京禄口国际机场,URC,NKG,14:55
UQ2523,乌鲁木齐,福州,8:15,1357,2666,乌鲁木齐航空,新疆,福建省,乌鲁木齐天山国际机场,福州长乐国际机场,URC,FOC,14:50
UQ2565,乌鲁木齐,淮安,8:15,24,2666,乌鲁木齐航空,新疆,江苏省,乌鲁木齐天山国际机场,淮安涟水国际机场,URC,HIA,14:05
8L9879,昆明,福州,8:20,1234567,2666,祥鹏航空,云南省,福建省,昆明长水国际机场,福州长乐国际机场,KMG,FOC,11:15
FU6551,福州,郑州,8:20,1234567,2666,福州航空,福建省,河南省,福州长乐国际机场,郑州新郑国际机场,FOC,CGO,10:20
FU6619,福州,青岛,8:20,1357,2666,福州航空,福建省,山东省,福州长乐国际机场,青岛胶东国际机场,FOC,TAO,10:35
FU6721,福州,成都,8:20,246,2666,福州航空,福建省,四川省,福州长乐国际机场,成都天府国际机场,FOC,TFU,11:25
GS7633,西安,安庆,8:20,15,2666,天津航空,陕西省,安徽省,西安咸阳国际机场,安庆天柱山机场,XIY,AQG,10:25
GS7677,西安,遵义,8:20,246,2666,天津航空,陕西省,贵州省,西安咸阳国际机场,遵义新舟机场,XIY,ZYI,10:00
GS7679,西安,池州,8:20,37,2666,天津航空,陕西省,安徽省,西安咸阳国际机场,池州九华山机场,XIY,JUH,10:15
GS7715,惠州,湘西,8:20,246,2666,天津航空,广东省,湖南省,惠州平潭机场,湘西边城机场,HUZ,DXJ,10:05
GS7855,天津,昆明,8:20,1234567,2666,天津航空,天津,云南省,天津滨海国际机场,昆明长水国际机场,TSN,KMG,12:00
GX7879,济南,贵阳,8:20,246,2666,北部湾航空,山东省,贵州省,济南遥墙国际机场,贵阳龙洞堡国际机场,TNA,KWE,11:05
HU7031,海口,郑州,8:20,246,2666,海南航空,海南省,河南省,海口美兰国际机场,郑州新郑国际机场,HAK,CGO,11:00
HU7051,海口,杭州,8:20,1357,2666,海南航空,海南省,浙江省,海口美兰国际机场,杭州萧山国际机场,HAK,HGH,10:55
HU7325,三亚,武汉,8:20,1234567,2666,海南航空,海南省,湖北省,三亚凤凰国际机场,武汉天河国际机场,SYX,WUH,11:00
HU7602,上海,北京,8:20,1234567,2666,海南航空,上海市,北京,上海虹桥国际机场,北京首都国际机场,SHA,PEK,10:40
HU7639,大连,宁波,8:20,1234567,2666,海南航空,辽宁,浙江省,大连周水子国际机场,宁波栎社国际机场,DLC,NGB,10:20
HU7861,西安,杭州,8:20,1234567,2666,海南航空,陕西省,浙江省,西安咸阳国际机场,杭州萧山国际机场,XIY,HGH,10:50
PN6458,太原,合肥,8:20,246,2666,西部航空,山西,安徽省,太原武宿国际机场,合肥新桥国际机场,TYN,HFE,10:20
UQ2525,乌鲁木齐,兰州,8:20,1357,2666,乌鲁木齐航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,10:55
